time_s,x_m,y_m,heading_deg,speed_mmps,steering_deg,throttle,mean_throttle,brake
125.091,269.454,122.028,130.25,7.136,25.0,150,150.0,0
125.192,269.997,121.565,130.5,7.136,25.0,150,150.0,0
125.293,270.537,121.099,130.75,7.136,25.0,150,150.0,0
125.394,271.076,120.631,131.0,7.136,25.0,150,150.0,0
125.496,271.612,120.161,131.25,7.136,25.0,150,150.0,0
125.597,272.147,119.688,131.5,7.136,25.0,150,150.0,0
125.696,272.679,119.213,131.75,7.136,25.0,150,150.0,0
125.797,273.21,118.735,132.0,7.136,25.0,150,150.0,0
125.897,273.738,118.255,132.25,7.136,25.0,150,150.0,0
125.998,274.264,117.773,132.5,7.136,25.0,150,150.0,0
126.097,274.788,117.289,132.75,7.136,25.0,150,150.0,0
126.198,275.31,116.802,133.0,7.136,25.0,150,150.0,0
126.299,275.83,116.313,133.25,7.136,25.0,150,150.0,0
126.399,276.347,115.822,133.5,7.136,25.0,150,150.0,0
126.499,276.863,115.329,133.75,7.136,25.0,150,150.0,0
126.599,277.376,114.833,134.0,7.136,25.0,150,150.0,0
126.698,277.887,114.335,134.25,7.136,25.0,150,150.0,0
126.798,278.396,113.835,134.5,7.136,25.0,150,150.0,0
126.901,278.903,113.332,134.75,7.136,25.0,150,150.0,0
127.001,279.407,112.828,135.0,7.136,25.0,150,150.0,0
127.102,279.91,112.321,135.25,7.136,25.0,150,150.0,0
127.202,280.41,111.812,135.5,7.136,25.0,150,150.0,0
127.303,280.908,111.301,135.75,7.136,25.0,150,150.0,0
127.404,281.404,110.788,136.0,7.136,25.0,150,150.0,0
127.505,281.897,110.272,136.25,7.136,25.0,150,150.0,0
127.604,282.388,109.755,136.5,7.136,25.0,150,150.0,0
127.705,282.877,109.235,136.75,7.136,25.0,150,150.0,0
127.805,283.364,108.713,137.0,7.136,25.0,150,150.0,0
127.905,283.848,108.189,137.25,7.136,25.0,150,150.0,0
128.007,284.33,107.663,137.5,7.136,25.0,150,150.0,0
128.106,284.81,107.135,137.75,7.136,25.0,150,150.0,0
128.207,285.288,106.604,138.0,7.136,25.0,150,150.0,0
128.308,285.763,106.072,138.25,7.136,25.0,150,150.0,0
128.408,286.235,105.538,138.5,7.136,25.0,150,150.0,0
128.509,286.706,105.001,138.75,7.136,25.0,150,150.0,0
128.611,287.174,104.463,139.0,7.136,25.0,150,150.0,0
128.71,287.64,103.922,139.25,7.136,25.0,150,150.0,0
128.811,288.103,103.379,139.5,7.136,25.0,150,150.0,0
128.912,288.564,102.835,139.75,7.136,25.0,150,150.0,0
129.013,289.023,102.288,140.0,7.136,25.0,150,150.0,0
129.114,289.479,101.739,140.25,7.136,25.0,150,150.0,0
129.213,289.933,101.189,140.5,7.136,25.0,150,150.0,0
129.314,290.385,100.636,140.75,7.136,25.0,150,150.0,0
129.415,290.834,100.082,141.0,7.136,25.0,150,150.0,0
129.515,291.281,99.525,141.25,7.136,25.0,150,150.0,0
129.617,291.725,98.967,141.5,7.136,25.0,150,150.0,0
129.717,292.166,98.406,141.75,7.136,25.0,150,150.0,0
129.818,292.606,97.844,142.0,7.136,25.0,150,150.0,0
129.919,293.043,97.28,142.25,7.136,25.0,150,150.0,0
130.018,293.477,96.714,142.5,7.136,25.0,150,150.0,0
130.121,293.909,96.146,142.75,7.136,25.0,150,150.0,0
130.222,294.338,95.576,143.0,7.136,25.0,150,150.0,0
130.324,294.765,95.004,143.25,7.136,25.0,150,150.0,0
130.423,295.19,94.43,143.5,7.136,25.0,150,150.0,0
130.523,295.612,93.855,143.75,7.136,25.0,150,150.0,0
130.623,296.031,93.278,144.0,7.136,25.0,150,150.0,0
130.724,296.448,92.698,144.25,7.136,25.0,150,150.0,0
130.824,296.863,92.118,144.5,7.136,25.0,150,150.0,0
130.924,297.274,91.535,144.75,7.136,25.0,150,150.0,0
131.024,297.684,90.95,145.0,7.136,25.0,150,150.0,0
131.125,298.09,90.364,145.25,7.136,25.0,150,150.0,0
131.224,298.495,89.776,145.5,7.136,25.0,150,150.0,0
131.324,298.896,89.186,145.75,7.136,25.0,150,150.0,0
131.424,299.295,88.594,146.0,7.136,25.0,150,150.0,0
131.525,299.692,88.001,146.25,7.136,25.0,150,150.0,0
131.625,300.085,87.406,146.5,7.136,25.0,150,150.0,0
131.725,300.477,86.809,146.75,7.136,25.0,150,150.0,0
131.826,300.865,86.211,147.0,7.136,25.0,150,150.0,0
131.927,301.251,85.611,147.25,7.136,25.0,150,150.0,0
132.028,301.635,85.009,147.5,7.136,25.0,150,150.0,0
132.129,302.016,84.405,147.75,7.136,25.0,150,150.0,0
132.231,302.394,83.8,148.0,7.136,25.0,150,150.0,0
132.331,302.769,83.193,148.25,7.136,25.0,150,150.0,0
132.432,303.142,82.585,148.5,7.136,25.0,150,150.0,0
132.533,303.512,81.975,148.75,7.136,25.0,150,150.0,0
132.632,303.88,81.363,149.0,7.136,25.0,150,150.0,0
132.733,304.245,80.75,149.25,7.136,25.0,150,150.0,0
132.834,304.607,80.135,149.5,7.136,25.0,150,150.0,0
132.934,304.966,79.519,149.75,7.136,25.0,150,150.0,0
133.035,305.323,78.901,150.0,7.136,25.0,150,150.0,0
133.134,305.677,78.281,150.25,7.136,25.0,150,150.0,0
133.235,306.029,77.66,150.5,7.136,25.0,150,150.0,0
133.334,306.377,77.038,150.75,7.136,25.0,150,150.0,0
133.435,306.723,76.414,151.0,7.136,25.0,150,150.0,0
133.536,307.066,75.788,151.25,7.136,25.0,150,150.0,0
133.637,307.407,75.161,151.5,7.136,25.0,150,150.0,0
133.739,307.745,74.532,151.75,7.136,25.0,150,150.0,0
133.839,308.08,73.902,152.0,7.136,25.0,150,150.0,0
133.939,308.412,73.271,152.25,7.136,25.0,150,150.0,0
134.039,308.741,72.638,152.5,7.136,25.0,150,150.0,0
134.139,309.068,72.003,152.75,7.136,25.0,150,150.0,0
134.24,309.392,71.368,153.0,7.136,25.0,150,150.0,0
134.341,309.713,70.73,153.25,7.136,25.0,150,150.0,0
134.441,310.032,70.092,153.5,7.136,25.0,150,150.0,0
134.542,310.347,69.452,153.75,7.136,25.0,150,150.0,0
134.643,310.66,68.81,154.0,7.136,25.0,150,150.0,0
134.743,310.97,68.168,154.25,7.136,25.0,150,150.0,0
134.843,311.277,67.524,154.5,7.136,25.0,150,150.0,0
134.943,311.582,66.878,154.75,7.136,25.0,150,150.0,0
135.042,311.883,66.231,155.0,7.136,25.0,150,150.0,0
135.144,312.182,65.583,155.25,7.136,25.0,150,150.0,0
135.244,312.478,64.934,155.5,7.136,25.0,150,150.0,0
135.344,312.771,64.283,155.75,7.136,25.0,150,150.0,0
135.444,313.061,63.632,156.0,7.136,25.0,150,150.0,0
135.544,313.349,62.978,156.25,7.136,25.0,150,150.0,0
135.644,313.633,62.324,156.5,7.136,25.0,150,150.0,0
135.744,313.915,61.668,156.75,7.136,25.0,150,150.0,0
135.846,314.194,61.012,157.0,7.136,25.0,150,150.0,0
135.947,314.47,60.353,157.25,7.136,25.0,150,150.0,0
136.046,314.743,59.694,157.5,7.136,25.0,150,150.0,0
136.147,315.013,59.034,157.75,7.136,25.0,150,150.0,0
136.247,315.28,58.372,158.0,7.136,25.0,150,150.0,0
136.347,315.545,57.709,158.25,7.136,25.0,150,150.0,0
136.448,315.806,57.045,158.5,7.136,25.0,150,150.0,0
136.548,316.065,56.38,158.75,7.136,25.0,150,150.0,0
136.65,316.321,55.714,159.0,7.136,25.0,150,150.0,0
136.75,316.573,55.047,159.25,7.136,25.0,150,150.0,0
136.851,316.823,54.379,159.5,7.136,25.0,150,150.0,0
136.953,317.07,53.709,159.75,7.136,25.0,150,150.0,0
137.053,317.314,53.039,160.0,7.136,25.0,150,150.0,0
137.153,317.555,52.367,160.25,7.136,25.0,150,150.0,0
137.255,317.794,51.694,160.5,7.136,25.0,150,150.0,0
137.354,318.029,51.021,160.75,7.136,25.0,150,150.0,0
137.455,318.261,50.346,161.0,7.136,25.0,150,150.0,0
137.556,318.491,49.67,161.25,7.136,25.0,150,150.0,0
137.658,318.717,48.993,161.5,7.136,25.0,150,150.0,0
137.759,318.94,48.316,161.75,7.136,25.0,150,150.0,0
137.859,319.161,47.637,162.0,7.136,25.0,150,150.0,0
137.96,319.379,46.957,162.25,7.136,25.0,150,150.0,0
138.061,319.593,46.277,162.5,7.136,25.0,150,150.0,0
138.162,319.805,45.595,162.75,7.136,25.0,150,150.0,0
138.262,320.013,44.913,163.0,7.136,25.0,150,150.0,0
138.361,320.219,44.23,163.25,7.136,25.0,150,150.0,0
138.463,320.422,43.546,163.5,7.136,25.0,150,150.0,0
138.564,320.621,42.86,163.75,7.136,25.0,150,150.0,0
138.664,320.818,42.175,164.0,7.136,25.0,150,150.0,0
138.764,321.012,41.488,164.25,7.136,25.0,150,150.0,0
138.865,321.202,40.8,164.5,7.136,25.0,150,150.0,0
138.964,321.39,40.112,164.75,7.136,25.0,150,150.0,0
139.065,321.575,39.422,165.0,7.136,25.0,150,150.0,0
139.164,321.756,38.732,165.25,7.136,25.0,150,150.0,0
139.264,321.935,38.041,165.5,7.136,25.0,150,150.0,0
139.365,322.111,37.35,165.75,7.136,25.0,150,150.0,0
139.467,322.283,36.657,166.0,7.136,25.0,150,150.0,0
139.568,322.453,35.964,166.25,7.136,25.0,150,150.0,0
139.667,322.62,35.27,166.5,7.136,25.0,150,150.0,0
139.768,322.783,34.576,166.75,7.136,25.0,150,150.0,0
139.868,322.944,33.881,167.0,7.136,25.0,150,150.0,0
139.968,323.101,33.185,167.25,7.136,25.0,150,150.0,0
140.069,323.256,32.488,167.5,7.136,25.0,150,150.0,0
140.17,323.407,31.791,167.75,7.136,25.0,150,150.0,0
140.271,323.555,31.093,168.0,7.136,25.0,150,150.0,0
140.371,323.701,30.394,168.25,7.136,25.0,150,150.0,0
140.473,323.843,29.695,168.5,7.136,25.0,150,150.0,0
140.573,323.982,28.995,168.75,7.136,25.0,150,150.0,0
140.675,324.118,28.294,169.0,7.136,25.0,150,150.0,0
140.775,324.251,27.593,169.25,7.136,25.0,150,150.0,0
140.875,324.381,26.892,169.5,7.136,25.0,150,150.0,0
140.978,324.508,26.19,169.75,7.136,25.0,150,150.0,0
141.078,324.632,25.487,170.0,7.136,25.0,150,150.0,0
141.178,324.753,24.784,170.25,7.136,25.0,150,150.0,0
141.277,324.871,24.08,170.5,7.136,25.0,150,150.0,0
141.377,324.986,23.375,170.75,7.136,25.0,150,150.0,0
141.479,325.097,22.671,171.0,7.136,25.0,150,150.0,0
141.579,325.206,21.965,171.25,7.136,25.0,150,150.0,0
141.678,325.311,21.26,171.5,7.136,25.0,150,150.0,0
141.778,325.414,20.553,171.75,7.136,25.0,150,150.0,0
141.879,325.513,19.847,172.0,7.136,25.0,150,150.0,0
141.979,325.609,19.14,172.25,7.136,25.0,150,150.0,0
142.08,325.702,18.432,172.5,7.136,25.0,150,150.0,0
142.181,325.792,17.724,172.75,7.136,25.0,150,150.0,0
142.281,325.879,17.016,173.0,7.136,25.0,150,150.0,0
142.381,325.963,16.307,173.25,7.136,25.0,150,150.0,0
142.483,326.044,15.598,173.5,7.136,25.0,150,150.0,0
142.583,326.122,14.889,173.75,7.136,25.0,150,150.0,0
142.683,326.196,14.179,174.0,7.136,25.0,150,150.0,0
142.784,326.268,13.469,174.25,7.136,25.0,150,150.0,0
142.885,326.336,12.759,174.5,7.136,25.0,150,150.0,0
142.986,326.402,12.049,174.75,7.136,25.0,150,150.0,0
143.086,326.464,11.338,175.0,7.136,25.0,150,150.0,0
143.187,326.523,10.627,175.25,7.136,25.0,150,150.0,0
143.289,326.579,9.915,175.5,7.136,25.0,150,150.0,0
143.389,326.632,9.204,175.75,7.136,25.0,150,150.0,0
143.491,326.681,8.492,176.0,7.136,25.0,150,150.0,0
143.592,326.728,7.78,176.25,7.136,25.0,150,150.0,0
143.692,326.772,7.067,176.5,7.136,25.0,150,150.0,0
143.792,326.812,6.355,176.75,7.136,25.0,150,150.0,0
143.892,326.849,5.642,177.0,7.136,25.0,150,150.0,0
143.993,326.884,4.93,177.25,7.136,25.0,150,150.0,0
144.094,326.915,4.217,177.5,7.136,25.0,150,150.0,0
144.193,326.943,3.504,177.75,7.136,25.0,150,150.0,0
144.294,326.968,2.791,178.0,7.136,25.0,150,150.0,0
144.394,326.99,2.077,178.25,7.136,25.0,150,150.0,0
144.493,327.008,1.364,178.5,7.136,25.0,150,150.0,0
144.595,327.024,0.651,178.75,7.136,25.0,150,150.0,0
144.695,327.036,-0.063,179.0,7.136,25.0,150,150.0,0
144.796,327.046,-0.776,179.25,7.136,25.0,150,150.0,0
144.897,327.052,-1.49,179.5,7.136,25.0,150,150.0,0
144.996,327.055,-2.204,179.75,7.136,25.0,150,150.0,0
145.097,327.055,-2.917,180.0,7.136,25.0,150,150.0,0
145.199,327.052,-3.631,180.25,7.136,25.0,150,150.0,0
145.299,327.046,-4.344,180.5,7.136,25.0,150,150.0,0
145.399,327.036,-5.058,180.75,7.136,25.0,150,150.0,0
145.499,327.024,-5.771,181.0,7.136,25.0,150,150.0,0
145.601,327.008,-6.485,181.25,7.136,25.0,150,150.0,0
145.702,326.99,-7.198,181.5,7.136,25.0,150,150.0,0
145.803,326.968,-7.911,181.75,7.136,25.0,150,150.0,0
145.903,326.943,-8.624,182.0,7.136,25.0,150,150.0,0
146.004,326.915,-9.337,182.25,7.136,25.0,150,150.0,0
146.104,326.884,-10.05,182.5,7.136,25.0,150,150.0,0
146.205,326.849,-10.763,182.75,7.136,25.0,150,150.0,0
146.306,326.812,-11.476,183.0,7.136,25.0,150,150.0,0
146.407,326.772,-12.188,183.25,7.136,25.0,150,150.0,0
146.507,326.728,-12.9,183.5,7.136,25.0,150,150.0,0
146.608,326.681,-13.612,183.75,7.136,25.0,150,150.0,0
146.71,326.632,-14.324,184.0,7.136,25.0,150,150.0,0
146.81,326.579,-15.036,184.25,7.136,25.0,150,150.0,0
146.911,326.523,-15.747,184.5,7.136,25.0,150,150.0,0
147.012,326.464,-16.458,184.75,7.136,25.0,150,150.0,0
147.112,326.402,-17.169,185.0,7.136,25.0,150,150.0,0
147.213,326.336,-17.88,185.25,7.136,25.0,150,150.0,0
147.313,326.268,-18.59,185.5,7.136,25.0,150,150.0,0
147.415,326.196,-19.3,185.75,7.136,25.0,150,150.0,0
147.515,326.122,-20.01,186.0,7.136,25.0,150,150.0,0
147.616,326.044,-20.719,186.25,7.136,25.0,150,150.0,0
147.717,325.963,-21.428,186.5,7.136,25.0,150,150.0,0
147.818,325.879,-22.137,186.75,7.136,25.0,150,150.0,0
147.917,325.792,-22.845,187.0,7.136,25.0,150,150.0,0
148.017,325.702,-23.553,187.25,7.136,25.0,150,150.0,0
148.118,325.609,-24.26,187.5,7.136,25.0,150,150.0,0
148.219,325.513,-24.967,187.75,7.136,25.0,150,150.0,0
148.318,325.414,-25.674,188.0,7.136,25.0,150,150.0,0
148.418,325.311,-26.38,188.25,7.136,25.0,150,150.0,0
148.519,325.206,-27.086,188.5,7.136,25.0,150,150.0,0
148.619,325.097,-27.791,188.75,7.136,25.0,150,150.0,0
148.72,324.986,-28.496,189.0,7.136,25.0,150,150.0,0
148.821,324.871,-29.2,189.25,7.136,25.0,150,150.0,0
148.922,324.753,-29.904,189.5,7.136,25.0,150,150.0,0
149.023,324.632,-30.607,189.75,7.136,25.0,150,150.0,0
149.123,324.508,-31.31,190.0,7.136,25.0,150,150.0,0
149.224,324.381,-32.012,190.25,7.136,25.0,150,150.0,0
149.325,324.251,-32.714,190.5,7.136,25.0,150,150.0,0
149.426,324.118,-33.415,190.75,7.136,25.0,150,150.0,0
149.527,323.982,-34.115,191.0,7.136,25.0,150,150.0,0
149.629,323.843,-34.815,191.25,7.136,25.0,150,150.0,0
149.729,323.701,-35.515,191.5,7.136,25.0,150,150.0,0
149.83,323.555,-36.213,191.75,7.136,25.0,150,150.0,0
149.93,323.407,-36.911,192.0,7.136,25.0,150,150.0,0
150.03,323.256,-37.609,192.25,7.136,25.0,150,150.0,0
150.131,323.101,-38.305,192.5,7.136,25.0,150,150.0,0
150.233,322.944,-39.001,192.75,7.136,25.0,150,150.0,0
150.334,322.783,-39.697,193.0,7.136,25.0,150,150.0,0
150.435,322.62,-40.391,193.25,7.136,25.0,150,150.0,0
150.535,322.453,-41.085,193.5,7.136,25.0,150,150.0,0
150.635,322.283,-41.778,193.75,7.136,25.0,150,150.0,0
150.736,322.111,-42.47,194.0,7.136,25.0,150,150.0,0
150.837,321.935,-43.162,194.25,7.136,25.0,150,150.0,0
150.936,321.756,-43.853,194.5,7.136,25.0,150,150.0,0
151.037,321.575,-44.543,194.75,7.136,25.0,150,150.0,0
151.136,321.39,-45.232,195.0,7.136,25.0,150,150.0,0
151.238,321.202,-45.921,195.25,7.136,25.0,150,150.0,0
151.338,321.012,-46.608,195.5,7.136,25.0,150,150.0,0
151.439,320.818,-47.295,195.75,7.136,25.0,150,150.0,0
151.538,320.621,-47.981,196.0,7.136,25.0,150,150.0,0
151.639,320.422,-48.666,196.25,7.136,25.0,150,150.0,0
151.739,320.219,-49.35,196.5,7.136,25.0,150,150.0,0
151.84,320.013,-50.034,196.75,7.136,25.0,150,150.0,0
151.94,319.805,-50.716,197.0,7.136,25.0,150,150.0,0
152.04,319.593,-51.398,197.25,7.136,25.0,150,150.0,0
152.141,319.379,-52.078,197.5,7.136,25.0,150,150.0,0
152.242,319.161,-52.758,197.75,7.136,25.0,150,150.0,0
152.341,318.94,-53.436,198.0,7.136,25.0,150,150.0,0
152.442,318.717,-54.114,198.25,7.136,25.0,150,150.0,0
152.542,318.491,-54.791,198.5,7.136,25.0,150,150.0,0
152.642,318.261,-55.466,198.75,7.136,25.0,150,150.0,0
152.742,318.029,-56.141,199.0,7.136,25.0,150,150.0,0
152.842,317.794,-56.815,199.25,7.136,25.0,150,150.0,0
152.942,317.555,-57.487,199.5,7.136,25.0,150,150.0,0
153.043,317.314,-58.159,199.75,7.136,25.0,150,150.0,0
153.144,317.07,-58.83,200.0,7.136,25.0,150,150.0,0
153.245,316.823,-59.499,200.25,7.136,25.0,150,150.0,0
153.346,316.573,-60.168,200.5,7.136,25.0,150,150.0,0
153.447,316.321,-60.835,200.75,7.136,25.0,150,150.0,0
153.549,316.065,-61.501,201.0,7.136,25.0,150,150.0,0
153.648,315.806,-62.166,201.25,7.136,25.0,150,150.0,0
153.75,315.545,-62.83,201.5,7.136,25.0,150,150.0,0
153.852,315.28,-63.493,201.75,7.136,25.0,150,150.0,0
153.952,315.013,-64.154,202.0,7.136,25.0,150,150.0,0
154.052,314.743,-64.815,202.25,7.136,25.0,150,150.0,0
154.152,314.47,-65.474,202.5,7.136,25.0,150,150.0,0
154.252,314.194,-66.132,202.75,7.136,25.0,150,150.0,0
154.351,313.915,-66.789,203.0,7.136,25.0,150,150.0,0
154.451,313.633,-67.445,203.25,7.136,25.0,150,150.0,0
154.552,313.349,-68.099,203.5,7.136,25.0,150,150.0,0
154.653,313.061,-68.752,203.75,7.136,25.0,150,150.0,0
154.755,312.771,-69.404,204.0,7.136,25.0,150,150.0,0
154.855,312.478,-70.055,204.25,7.136,25.0,150,150.0,0
154.955,312.182,-70.704,204.5,7.136,25.0,150,150.0,0
155.055,311.883,-71.352,204.75,7.136,25.0,150,150.0,0
155.156,311.582,-71.999,205.0,7.136,25.0,150,150.0,0
155.257,311.277,-72.644,205.25,7.136,25.0,150,150.0,0
155.357,310.97,-73.288,205.5,7.136,25.0,150,150.0,0
155.456,310.66,-73.931,205.75,7.136,25.0,150,150.0,0
155.557,310.347,-74.572,206.0,7.136,25.0,150,150.0,0
155.656,310.032,-75.212,206.25,7.136,25.0,150,150.0,0
155.757,309.713,-75.851,206.5,7.136,25.0,150,150.0,0
155.858,309.392,-76.488,206.75,7.136,25.0,150,150.0,0
155.959,309.068,-77.124,207.0,7.136,25.0,150,150.0,0
156.06,308.741,-77.758,207.25,7.136,25.0,150,150.0,0
156.16,308.412,-78.391,207.5,7.136,25.0,150,150.0,0
156.26,308.08,-79.023,207.75,7.136,25.0,150,150.0,0
156.361,307.745,-79.653,208.0,7.136,25.0,150,150.0,0
156.462,307.407,-80.281,208.25,7.136,25.0,150,150.0,0
156.562,307.066,-80.909,208.5,7.136,25.0,150,150.0,0
156.662,306.723,-81.534,208.75,7.136,25.0,150,150.0,0
156.762,306.377,-82.158,209.0,7.136,25.0,150,150.0,0
156.862,306.029,-82.781,209.25,7.136,25.0,150,150.0,0
156.962,305.677,-83.402,209.5,7.136,25.0,150,150.0,0
157.062,305.323,-84.021,209.75,7.136,25.0,150,150.0,0
157.164,304.966,-84.639,210.0,7.136,25.0,150,150.0,0
157.263,304.607,-85.256,210.25,7.136,25.0,150,150.0,0
157.363,304.245,-85.871,210.5,7.136,25.0,150,150.0,0
157.465,303.88,-86.484,210.75,7.136,25.0,150,150.0,0
157.565,303.512,-87.096,211.0,7.136,25.0,150,150.0,0
157.664,303.142,-87.706,211.25,7.136,25.0,150,150.0,0
157.765,302.769,-88.314,211.5,7.136,25.0,150,150.0,0
157.867,302.394,-88.921,211.75,7.136,25.0,150,150.0,0
157.967,302.016,-89.526,212.0,7.136,25.0,150,150.0,0
158.067,301.635,-90.13,212.25,7.136,25.0,150,150.0,0
158.168,301.251,-90.731,212.5,7.136,25.0,150,150.0,0
158.268,300.865,-91.331,212.75,7.136,25.0,150,150.0,0
158.367,300.477,-91.93,213.0,7.136,25.0,150,150.0,0
158.469,300.085,-92.527,213.25,7.136,25.0,150,150.0,0
158.57,299.692,-93.122,213.5,7.136,25.0,150,150.0,0
158.671,299.295,-93.715,213.75,7.136,25.0,150,150.0,0
158.772,298.896,-94.307,214.0,7.136,25.0,150,150.0,0
158.873,298.495,-94.896,214.25,7.136,25.0,150,150.0,0
158.973,298.09,-95.485,214.5,7.136,25.0,150,150.0,0
159.074,297.684,-96.071,214.75,7.136,25.0,150,150.0,0
159.175,297.274,-96.655,215.0,7.136,25.0,150,150.0,0
159.275,296.863,-97.238,215.25,7.136,25.0,150,150.0,0
159.374,296.448,-97.819,215.5,7.136,25.0,150,150.0,0
159.475,296.031,-98.398,215.75,7.136,25.0,150,150.0,0
159.576,295.612,-98.976,216.0,7.136,25.0,150,150.0,0
159.677,295.19,-99.551,216.25,7.136,25.0,150,150.0,0
159.777,294.765,-100.125,216.5,7.136,25.0,150,150.0,0
159.878,294.338,-100.696,216.75,7.136,25.0,150,150.0,0
159.978,293.909,-101.266,217.0,7.136,25.0,150,150.0,0
160.078,293.477,-101.834,217.25,7.136,25.0,150,150.0,0
160.179,293.043,-102.4,217.5,7.136,25.0,150,150.0,0
160.28,292.606,-102.965,217.75,7.136,25.0,150,150.0,0
160.379,292.166,-103.527,218.0,7.136,25.0,150,150.0,0
160.48,291.725,-104.087,218.25,7.136,25.0,150,150.0,0
160.579,291.281,-104.646,218.5,7.136,25.0,150,150.0,0
160.68,290.834,-105.202,218.75,7.136,25.0,150,150.0,0
160.781,290.385,-105.757,219.0,7.136,25.0,150,150.0,0
160.881,289.933,-106.309,219.25,7.136,25.0,150,150.0,0
160.981,289.479,-106.86,219.5,7.136,25.0,150,150.0,0
161.083,289.023,-107.409,219.75,7.136,25.0,150,150.0,0
161.183,288.564,-107.955,220.0,7.136,25.0,150,150.0,0
161.283,288.103,-108.5,220.25,7.136,25.0,150,150.0,0
161.383,287.64,-109.043,220.5,7.136,25.0,150,150.0,0
161.484,287.174,-109.583,220.75,7.136,25.0,150,150.0,0
161.585,286.706,-110.122,221.0,7.136,25.0,150,150.0,0
161.684,286.235,-110.658,221.25,7.136,25.0,150,150.0,0
161.784,285.763,-111.193,221.5,7.136,25.0,150,150.0,0
161.886,285.288,-111.725,221.75,7.136,25.0,150,150.0,0
161.986,284.81,-112.255,222.0,7.136,25.0,150,150.0,0
162.086,284.33,-112.783,222.25,7.136,25.0,150,150.0,0
162.187,283.848,-113.31,222.5,7.136,25.0,150,150.0,0
162.287,283.364,-113.834,222.75,7.136,25.0,150,150.0,0
162.387,282.877,-114.355,223.0,7.136,25.0,150,150.0,0
162.488,282.388,-114.875,223.25,7.136,25.0,150,150.0,0
162.587,281.897,-115.393,223.5,7.136,25.0,150,150.0,0
162.689,281.404,-115.908,223.75,7.136,25.0,150,150.0,0
162.789,280.908,-116.422,224.0,7.136,25.0,150,150.0,0
162.89,280.41,-116.933,224.25,7.136,25.0,150,150.0,0
162.99,279.91,-117.442,224.5,7.136,25.0,150,150.0,0
163.09,279.407,-117.948,224.75,7.136,25.0,150,150.0,0
163.191,278.903,-118.453,225.0,7.136,25.0,150,150.0,0
163.292,278.396,-118.955,225.25,7.136,25.0,150,150.0,0
163.392,277.887,-119.456,225.5,7.136,25.0,150,150.0,0
163.492,277.376,-119.953,225.75,7.136,25.0,150,150.0,0
163.593,276.863,-120.449,226.0,7.136,25.0,150,150.0,0
163.694,276.347,-120.943,226.25,7.136,25.0,150,150.0,0
163.795,275.83,-121.434,226.5,7.136,25.0,150,150.0,0
163.894,275.31,-121.923,226.75,7.136,25.0,150,150.0,0
163.995,274.788,-122.409,227.0,7.136,25.0,150,150.0,0
164.096,274.264,-122.894,227.25,7.136,25.0,150,150.0,0
164.198,273.738,-123.376,227.5,7.136,25.0,150,150.0,0
164.297,273.21,-123.856,227.75,7.136,25.0,150,150.0,0
164.398,272.679,-124.333,228.0,7.136,25.0,150,150.0,0
164.499,272.147,-124.808,228.25,7.136,25.0,150,150.0,0
164.6,271.612,-125.281,228.5,7.136,25.0,150,150.0,0
164.701,271.076,-125.752,228.75,7.136,25.0,150,150.0,0
164.802,270.537,-126.22,229.0,7.136,25.0,150,150.0,0
164.903,269.997,-126.686,229.25,7.136,25.0,150,150.0,0
165.003,269.454,-127.149,229.5,7.136,25.0,150,150.0,0
165.103,268.91,-127.61,229.75,7.136,25.0,150,150.0,0
165.204,268.363,-128.069,230.0,7.136,25.0,150,150.0,0
165.303,267.814,-128.525,230.25,7.136,25.0,150,150.0,0
165.404,267.264,-128.979,230.5,7.136,25.0,150,150.0,0
165.504,266.711,-129.43,230.75,7.136,25.0,150,150.0,0
165.603,266.157,-129.88,231.0,7.136,25.0,150,150.0,0
165.703,265.6,-130.326,231.25,7.136,25.0,150,150.0,0
165.804,265.042,-130.77,231.5,7.136,25.0,150,150.0,0
165.904,264.481,-131.212,231.75,7.136,25.0,150,150.0,0
166.004,263.919,-131.651,232.0,7.136,25.0,150,150.0,0
166.105,263.355,-132.088,232.25,7.136,25.0,150,150.0,0
166.205,262.789,-132.523,232.5,7.136,25.0,150,150.0,0
166.306,262.221,-132.955,232.75,7.136,25.0,150,150.0,0
166.406,261.651,-133.384,233.0,7.136,25.0,150,150.0,0
166.505,261.079,-133.811,233.25,7.136,25.0,150,150.0,0
166.606,260.505,-134.236,233.5,7.136,25.0,150,150.0,0
166.708,259.93,-134.657,233.75,7.136,25.0,150,150.0,0
166.807,259.353,-135.077,234.0,7.136,25.0,150,150.0,0
166.908,258.773,-135.494,234.25,7.136,25.0,150,150.0,0
167.009,258.193,-135.908,234.5,7.136,25.0,150,150.0,0
167.11,257.61,-136.32,234.75,7.136,25.0,150,150.0,0
167.21,257.025,-136.729,235.0,7.136,25.0,150,150.0,0
167.311,256.439,-137.136,235.25,7.136,25.0,150,150.0,0
167.412,255.851,-137.54,235.5,7.136,25.0,150,150.0,0
167.513,255.261,-137.942,235.75,7.136,25.0,150,150.0,0
167.614,254.669,-138.341,236.0,7.136,25.0,150,150.0,0
167.716,254.076,-138.737,236.25,7.136,25.0,150,150.0,0
167.817,253.481,-139.131,236.5,7.136,25.0,150,150.0,0
167.916,252.884,-139.522,236.75,7.136,25.0,150,150.0,0
168.016,252.286,-139.911,237.0,7.136,25.0,150,150.0,0
