time_s,x_m,y_m,heading_deg,speed_mmps,steering_deg,throttle,mean_throttle,brake
210.562,7.225,-50.716,342.75,7.136,25.0,150,150.0,0
210.663,7.016,-50.034,343.0,7.136,25.0,150,150.0,0
210.764,6.81,-49.35,343.25,7.136,25.0,150,150.0,0
210.864,6.608,-48.666,343.5,7.136,25.0,150,150.0,0
210.965,6.408,-47.981,343.75,7.136,25.0,150,150.0,0
211.066,6.211,-47.295,344.0,7.136,25.0,150,150.0,0
211.166,6.018,-46.608,344.25,7.136,25.0,150,150.0,0
211.267,5.827,-45.921,344.5,7.136,25.0,150,150.0,0
211.368,5.639,-45.232,344.75,7.136,25.0,150,150.0,0
211.468,5.455,-44.543,345.0,7.136,25.0,150,150.0,0
211.569,5.273,-43.853,345.25,7.136,25.0,150,150.0,0
211.669,5.094,-43.162,345.5,7.136,25.0,150,150.0,0
211.77,4.919,-42.47,345.75,7.136,25.0,150,150.0,0
211.87,4.746,-41.778,346.0,7.136,25.0,150,150.0,0
211.972,4.576,-41.085,346.25,7.136,25.0,150,150.0,0
212.072,4.41,-40.391,346.5,7.136,25.0,150,150.0,0
212.173,4.246,-39.697,346.75,7.136,25.0,150,150.0,0
212.274,4.086,-39.001,347.0,7.136,25.0,150,150.0,0
212.376,3.928,-38.305,347.25,7.136,25.0,150,150.0,0
212.476,3.774,-37.609,347.5,7.136,25.0,150,150.0,0
212.576,3.622,-36.911,347.75,7.136,25.0,150,150.0,0
212.676,3.474,-36.213,348.0,7.136,25.0,150,150.0,0
212.776,3.329,-35.515,348.25,7.136,25.0,150,150.0,0
212.877,3.186,-34.815,348.5,7.136,25.0,150,150.0,0
212.977,3.047,-34.115,348.75,7.136,25.0,150,150.0,0
213.076,2.911,-33.415,349.0,7.136,25.0,150,150.0,0
213.177,2.778,-32.714,349.25,7.136,25.0,150,150.0,0
213.277,2.648,-32.012,349.5,7.136,25.0,150,150.0,0
213.379,2.521,-31.31,349.75,7.136,25.0,150,150.0,0
213.479,2.397,-30.607,350.0,7.136,25.0,150,150.0,0
213.579,2.276,-29.904,350.25,7.136,25.0,150,150.0,0
213.681,2.158,-29.2,350.5,7.136,25.0,150,150.0,0
213.781,2.044,-28.496,350.75,7.136,25.0,150,150.0,0
213.881,1.932,-27.791,351.0,7.136,25.0,150,150.0,0
213.981,1.823,-27.086,351.25,7.136,25.0,150,150.0,0
214.082,1.718,-26.38,351.5,7.136,25.0,150,150.0,0
214.183,1.616,-25.674,351.75,7.136,25.0,150,150.0,0
214.283,1.516,-24.967,352.0,7.136,25.0,150,150.0,0
214.384,1.42,-24.26,352.25,7.136,25.0,150,150.0,0
214.485,1.327,-23.553,352.5,7.136,25.0,150,150.0,0
214.585,1.237,-22.845,352.75,7.136,25.0,150,150.0,0
214.685,1.15,-22.137,353.0,7.136,25.0,150,150.0,0
214.787,1.066,-21.428,353.25,7.136,25.0,150,150.0,0
214.887,0.985,-20.719,353.5,7.136,25.0,150,150.0,0
214.987,0.908,-20.01,353.75,7.136,25.0,150,150.0,0
215.088,0.833,-19.3,354.0,7.136,25.0,150,150.0,0
215.189,0.761,-18.59,354.25,7.136,25.0,150,150.0,0
215.289,0.693,-17.88,354.5,7.136,25.0,150,150.0,0
215.391,0.628,-17.169,354.75,7.136,25.0,150,150.0,0
215.491,0.566,-16.458,355.0,7.136,25.0,150,150.0,0
215.591,0.506,-15.747,355.25,7.136,25.0,150,150.0,0
215.69,0.451,-15.036,355.5,7.136,25.0,150,150.0,0
215.791,0.398,-14.324,355.75,7.136,25.0,150,150.0,0
215.892,0.348,-13.612,356.0,7.136,25.0,150,150.0,0
215.992,0.301,-12.9,356.25,7.136,25.0,150,150.0,0
216.093,0.258,-12.188,356.5,7.136,25.0,150,150.0,0
216.194,0.217,-11.476,356.75,7.136,25.0,150,150.0,0
216.294,0.18,-10.763,357.0,7.136,25.0,150,150.0,0
216.393,0.146,-10.05,357.25,7.136,25.0,150,150.0,0
216.494,0.114,-9.337,357.5,7.136,25.0,150,150.0,0
216.594,0.086,-8.624,357.75,7.136,25.0,150,150.0,0
216.696,0.062,-7.911,358.0,7.136,25.0,150,150.0,0
216.797,0.04,-7.198,358.25,7.136,25.0,150,150.0,0
216.897,0.021,-6.485,358.5,7.136,25.0,150,150.0,0
216.998,0.009,-5.941,358.75,5.433,25.0,50,137.5,1
217.098,0.002,-5.556,359.0,3.851,25.0,50,125.0,1
217.199,-0.001,-5.278,359.25,2.788,25.0,50,112.5,1
217.299,-0.003,-5.104,359.5,1.738,25.0,50,100.0,1
217.4,-0.003,-5.035,359.75,0.689,25.0,50,87.5,1
217.501,-0.003,-4.951,0.0,0.84,25.0,50,75.0,0
217.602,-0.003,-4.873,0.25,0.78,25.0,50,62.5,0
217.703,-0.002,-4.8,0.5,0.725,25.0,50,50.0,0
217.804,-0.001,-4.733,0.75,0.674,25.0,50,50.0,0
217.905,-0.0,-4.67,1.0,0.627,25.0,50,50.0,0
218.005,0.001,-4.612,1.25,0.583,25.0,50,50.0,0
218.105,0.003,-4.558,1.5,0.542,25.0,50,50.0,0
218.206,0.004,-4.508,1.75,0.504,25.0,50,50.0,0
218.306,0.006,-4.461,2.0,0.468,25.0,50,50.0,0
218.408,0.008,-4.417,2.25,0.435,25.0,150,62.5,0
218.507,0.011,-4.333,2.5,0.84,25.0,150,75.0,0
218.607,0.015,-4.25,2.75,0.84,25.0,50,75.0,0
218.708,0.02,-4.166,3.0,0.84,25.0,50,75.0,0
218.809,0.024,-4.082,3.25,0.84,25.0,50,75.0,0
218.909,0.03,-3.998,3.5,0.84,25.0,50,75.0,0
219.01,0.035,-3.914,3.75,0.84,25.0,50,75.0,0
219.109,0.041,-3.831,4.0,0.84,25.0,50,75.0,0
219.209,0.047,-3.753,4.25,0.78,25.0,50,62.5,0
219.311,0.052,-3.68,4.5,0.725,25.0,50,50.0,0
219.411,0.058,-3.613,4.75,0.674,25.0,50,50.0,0
219.512,0.063,-3.551,5.0,0.627,25.0,50,50.0,0
219.612,0.069,-3.493,5.25,0.583,25.0,50,50.0,0
219.713,0.074,-3.439,5.5,0.542,25.0,50,50.0,0
219.814,0.079,-3.389,5.75,0.504,25.0,50,50.0,0
219.914,0.084,-3.342,6.0,0.468,25.0,50,50.0,0
220.015,0.089,-3.299,6.22,0.435,22.0,50,50.0,0
220.115,0.093,-3.259,6.41,0.405,19.0,50,50.0,0
220.215,0.097,-3.221,6.6,0.376,19.0,50,50.0,0
220.316,0.102,-3.187,6.76,0.35,16.0,50,50.0,0
220.415,0.105,-3.154,6.89,0.325,13.0,50,50.0,0
220.516,0.109,-3.124,7.02,0.302,13.0,50,50.0,0
220.616,0.113,-3.096,7.12,0.281,10.0,50,50.0,0
220.717,0.116,-3.071,7.19,0.261,7.0,50,50.0,0
220.817,0.119,-3.046,7.23,0.243,4.0,50,50.0,0
220.917,0.122,-3.024,7.24,0.226,1.0,50,50.0,0
221.018,0.124,-3.003,7.25,0.21,1.0,50,50.0,0
221.117,0.127,-2.984,7.23,0.195,-2.0,50,50.0,0
221.219,0.129,-2.966,7.21,0.181,-2.0,50,50.0,0
221.319,0.131,-2.949,7.19,0.168,-2.0,50,50.0,0
221.418,0.133,-2.934,7.17,0.157,-2.0,50,50.0,0
221.519,0.135,-2.919,7.12,0.146,-5.0,50,50.0,0
221.62,0.137,-2.906,7.07,0.135,-5.0,50,50.0,0
221.719,0.138,-2.893,7.02,0.126,-5.0,50,50.0,0
221.82,0.14,-2.882,6.97,0.117,-5.0,50,50.0,0
221.921,0.141,-2.871,6.92,0.109,-5.0,50,50.0,0
222.022,0.142,-2.861,6.87,0.101,-5.0,50,50.0,0
222.123,0.143,-2.852,6.82,0.094,-5.0,50,50.0,0
222.224,0.144,-2.843,6.77,0.087,-5.0,50,50.0,0
222.324,0.145,-2.835,6.72,0.081,-5.0,50,50.0,0
222.425,0.146,-2.827,6.67,0.075,-5.0,50,50.0,0
222.526,0.147,-2.82,6.62,0.07,-5.0,50,50.0,0
222.626,0.148,-2.814,6.57,0.065,-5.0,50,50.0,0
222.727,0.148,-2.808,6.52,0.061,-5.0,50,50.0,0
222.828,0.149,-2.802,6.47,0.056,-5.0,50,50.0,0
222.928,0.15,-2.797,6.42,0.052,-5.0,50,50.0,0
223.029,0.15,-2.792,6.37,0.049,-5.0,50,50.0,0
223.129,0.151,-2.788,6.32,0.045,-5.0,50,50.0,0
223.23,0.151,-2.784,6.27,0.042,-5.0,50,50.0,0
223.331,0.151,-2.78,6.22,0.039,-5.0,50,50.0,0
223.432,0.152,-2.776,6.14,0.036,-8.0,50,50.0,0
223.532,0.152,-2.773,6.03,0.034,-11.0,50,50.0,0
223.633,0.153,-2.77,5.92,0.031,-11.0,50,50.0,0
223.734,0.153,-2.767,5.81,0.029,-11.0,50,50.0,0
223.834,0.153,-2.764,5.7,0.027,-11.0,50,50.0,0
223.935,0.153,-2.761,5.59,0.025,-11.0,50,50.0,0
224.034,0.154,-2.759,5.48,0.023,-11.0,50,50.0,0
224.134,0.154,-2.757,5.37,0.022,-11.0,50,50.0,0
224.235,0.154,-2.755,5.26,0.02,-11.0,50,50.0,0
224.335,0.154,-2.753,5.15,0.019,-11.0,50,50.0,0
224.436,0.154,-2.751,5.04,0.018,-11.0,50,50.0,0
224.537,0.154,-2.75,4.93,0.016,-11.0,50,50.0,0
224.638,0.155,-2.748,4.82,0.015,-11.0,50,50.0,0
224.739,0.155,-2.747,4.71,0.014,-11.0,50,50.0,0
224.84,0.155,-2.745,4.6,0.013,-11.0,50,50.0,0
224.941,0.155,-2.744,4.49,0.012,-11.0,50,50.0,0
225.042,0.155,-2.743,4.38,0.011,-11.0,50,50.0,0
225.142,0.155,-2.742,4.27,0.011,-11.0,50,50.0,0
225.243,0.155,-2.741,4.16,0.01,-11.0,50,50.0,0
225.343,0.155,-2.74,4.05,0.009,-11.0,50,50.0,0
225.444,0.155,-2.739,3.94,0.008,-11.0,50,50.0,0
225.544,0.155,-2.739,3.83,0.008,-11.0,50,50.0,0
225.646,0.155,-2.738,3.75,0.007,-8.0,50,50.0,0
225.746,0.155,-2.737,3.67,0.007,-8.0,50,50.0,0
225.846,0.155,-2.737,3.59,0.006,-8.0,50,50.0,0
225.947,0.155,-2.736,3.51,0.006,-8.0,50,50.0,0
226.047,0.156,-2.735,3.43,0.005,-8.0,50,50.0,0
226.148,0.156,-2.735,3.35,0.005,-8.0,50,50.0,0
226.249,0.156,-2.734,3.27,0.005,-8.0,50,50.0,0
226.349,0.156,-2.734,3.19,0.004,-8.0,50,50.0,0
226.449,0.156,-2.734,3.14,0.004,-5.0,50,50.0,0
226.549,0.156,-2.733,3.12,0.004,-2.0,50,50.0,0
226.651,0.156,-2.733,3.1,0.004,-2.0,50,50.0,0
226.75,0.156,-2.733,3.08,0.003,-2.0,50,50.0,0
226.851,0.156,-2.732,3.06,0.003,-2.0,50,50.0,0
226.952,0.156,-2.732,3.04,0.003,-2.0,50,50.0,0
227.052,0.156,-2.732,3.02,0.003,-2.0,50,50.0,0
227.153,0.156,-2.731,3.0,0.002,-2.0,50,50.0,0
227.254,0.156,-2.731,2.98,0.002,-2.0,50,50.0,0
227.355,0.156,-2.731,2.96,0.002,-2.0,50,50.0,0
227.455,0.156,-2.731,2.94,0.002,-2.0,50,50.0,0
227.556,0.156,-2.731,2.92,0.002,-2.0,50,50.0,0
227.656,0.156,-2.73,2.9,0.002,-2.0,50,50.0,0
227.757,0.156,-2.73,2.88,0.002,-2.0,50,50.0,0
227.857,0.156,-2.73,2.86,0.001,-2.0,50,50.0,0
227.958,0.156,-2.73,2.84,0.001,-2.0,50,50.0,0
228.059,0.156,-2.73,2.82,0.001,-2.0,50,50.0,0
228.159,0.156,-2.73,2.8,0.001,-2.0,50,50.0,0
228.259,0.156,-2.73,2.78,0.001,-2.0,50,50.0,0
228.36,0.156,-2.73,2.76,0.001,-2.0,50,50.0,0
228.461,0.156,-2.729,2.74,0.001,-2.0,50,50.0,0
228.56,0.156,-2.729,2.72,0.001,-2.0,50,50.0,0
228.661,0.156,-2.729,2.7,0.001,-2.0,50,50.0,0
228.761,0.156,-2.729,2.68,0.001,-2.0,50,50.0,0
228.861,0.156,-2.729,2.66,0.001,-2.0,50,50.0,0
228.962,0.156,-2.729,2.64,0.001,-2.0,50,50.0,0
229.063,0.156,-2.729,2.62,0.001,-2.0,50,50.0,0
229.164,0.156,-2.729,2.6,0.001,-2.0,50,50.0,0
229.266,0.156,-2.729,2.58,0.001,-2.0,50,50.0,0
229.367,0.156,-2.729,2.56,0.0,-2.0,150,62.5,0
229.466,0.156,-2.729,2.54,0.0,-2.0,50,62.5,0
229.567,0.156,-2.729,2.52,0.0,-2.0,50,62.5,0
229.666,0.156,-2.729,2.5,0.0,-2.0,50,62.5,0
229.768,0.156,-2.729,2.48,0.0,-2.0,50,62.5,0
229.868,0.156,-2.729,2.46,0.0,-2.0,50,62.5,0
229.969,0.156,-2.729,2.44,0.0,-2.0,50,62.5,0
230.069,0.156,-2.729,2.42,0.0,-2.0,50,62.5,0
230.17,0.156,-2.729,2.4,0.0,-2.0,150,62.5,0
230.269,0.156,-2.729,2.38,0.0,-2.0,50,62.5,0
230.37,0.156,-2.729,2.36,0.0,-2.0,50,62.5,0
230.471,0.156,-2.728,2.34,0.0,-2.0,50,62.5,0
230.571,0.159,-2.645,2.32,0.84,-2.0,150,75.0,0
230.672,0.163,-2.561,2.3,0.84,-2.0,50,75.0,0
230.771,0.166,-2.477,2.28,0.84,-2.0,50,75.0,0
230.872,0.169,-2.393,2.26,0.84,-2.0,50,75.0,0
230.972,0.172,-2.315,2.24,0.78,-2.0,50,62.5,0
231.074,0.175,-2.242,2.22,0.725,-2.0,50,62.5,0
231.173,0.178,-2.175,2.2,0.674,-2.0,50,62.5,0
231.273,0.18,-2.112,2.18,0.627,-2.0,50,62.5,0
231.374,0.182,-2.054,2.16,0.583,-2.0,50,50.0,0
231.474,0.184,-2.0,2.14,0.542,-2.0,50,50.0,0
231.575,0.186,-1.95,2.12,0.504,-2.0,50,50.0,0
231.675,0.188,-1.903,2.1,0.468,-2.0,50,50.0,0
231.776,0.189,-1.859,2.08,0.435,-2.0,50,50.0,0
231.875,0.191,-1.819,2.06,0.405,-2.0,50,50.0,0
231.975,0.192,-1.781,2.04,0.376,-2.0,50,50.0,0
232.076,0.194,-1.747,2.02,0.35,-2.0,50,50.0,0
232.176,0.195,-1.714,2.0,0.325,-2.0,50,50.0,0
232.276,0.196,-1.684,1.98,0.302,-2.0,50,50.0,0
232.376,0.197,-1.656,1.96,0.281,-2.0,50,50.0,0
232.476,0.198,-1.63,1.94,0.261,-2.0,50,50.0,0
232.577,0.198,-1.605,1.92,0.243,-2.0,50,50.0,0
232.677,0.199,-1.583,1.9,0.226,-2.0,50,50.0,0
232.777,0.2,-1.562,1.88,0.21,-2.0,50,50.0,0
232.877,0.2,-1.542,1.86,0.195,-2.0,50,50.0,0
232.978,0.201,-1.524,1.84,0.181,-2.0,50,50.0,0
233.078,0.202,-1.507,1.82,0.168,-2.0,50,50.0,0
233.178,0.202,-1.492,1.8,0.157,-2.0,50,50.0,0
233.279,0.202,-1.477,1.78,0.146,-2.0,50,50.0,0
233.38,0.203,-1.464,1.76,0.135,-2.0,50,50.0,0
233.481,0.203,-1.451,1.74,0.126,-2.0,50,50.0,0
233.58,0.204,-1.439,1.72,0.117,-2.0,50,50.0,0
233.68,0.204,-1.429,1.7,0.109,-2.0,50,50.0,0
233.781,0.204,-1.419,1.68,0.101,-2.0,50,50.0,0
233.882,0.205,-1.409,1.66,0.094,-2.0,50,50.0,0
233.982,0.205,-1.4,1.64,0.087,-2.0,150,62.5,0
234.083,0.205,-1.392,1.62,0.081,-2.0,50,62.5,0
234.184,0.205,-1.385,1.6,0.075,-2.0,50,62.5,0
234.286,0.205,-1.378,1.55,0.07,-5.0,50,62.5,0
234.387,0.206,-1.371,1.5,0.065,-5.0,50,62.5,0
234.487,0.206,-1.365,1.45,0.061,-5.0,50,62.5,0
234.587,0.206,-1.359,1.4,0.056,-5.0,50,62.5,0
234.689,0.206,-1.354,1.35,0.052,-5.0,50,62.5,0
234.79,0.206,-1.349,1.3,0.049,-5.0,150,62.5,0
234.892,0.206,-1.345,1.25,0.045,-5.0,50,62.5,0
234.991,0.206,-1.341,1.2,0.042,-5.0,50,62.5,0
235.092,0.206,-1.337,1.15,0.039,-5.0,50,62.5,0
235.192,0.206,-1.333,1.1,0.036,-5.0,50,62.5,0
235.293,0.206,-1.33,1.05,0.034,-5.0,50,62.5,0
235.394,0.207,-1.327,1.0,0.031,-5.0,50,62.5,0
235.496,0.207,-1.324,0.92,0.029,-8.0,50,62.5,0
235.597,0.207,-1.321,0.84,0.027,-8.0,50,50.0,0
235.696,0.207,-1.318,0.76,0.025,-8.0,50,50.0,0
235.796,0.207,-1.316,0.68,0.023,-8.0,50,50.0,0
235.897,0.207,-1.314,0.6,0.022,-8.0,150,62.5,0
235.999,0.207,-1.312,0.52,0.02,-8.0,50,62.5,0
236.098,0.207,-1.31,0.44,0.019,-8.0,50,62.5,0
236.199,0.207,-1.308,0.36,0.018,-8.0,50,62.5,0
236.299,0.207,-1.307,0.28,0.016,-8.0,50,62.5,0
236.399,0.207,-1.223,0.2,0.84,-8.0,150,75.0,0
236.499,0.207,-1.034,0.12,1.889,-8.0,150,87.5,0
236.6,0.208,-0.845,0.04,1.889,-8.0,50,87.5,0
236.701,0.207,-0.669,359.96,1.756,-8.0,50,75.0,0
236.802,0.207,-0.506,359.88,1.632,-8.0,50,75.0,0
236.902,0.207,-0.354,359.8,1.517,-8.0,50,75.0,0
237.003,0.206,-0.213,359.72,1.411,-8.0,50,75.0,0
237.103,0.205,-0.082,359.64,1.311,-8.0,50,75.0,0
237.204,0.205,-0.08,359.56,0.019,-8.0,50,62.5,1
237.305,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.406,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.506,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.606,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.707,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.808,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
237.909,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.01,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.111,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.212,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.314,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.414,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.513,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.614,0.205,-0.08,359.56,0.0,-8.0,50,50.0,1
238.714,0.205,-0.08,359.56,0.0,-5.0,50,50.0,1
238.814,0.205,-0.08,359.56,0.0,-2.0,50,50.0,1
238.915,0.205,-0.08,359.56,0.0,1.0,50,50.0,1
239.015,0.205,-0.08,359.56,0.0,4.0,50,50.0,1
239.115,0.205,-0.08,359.56,0.0,7.0,50,50.0,1
239.215,0.205,-0.08,359.56,0.0,10.0,50,50.0,1
239.316,0.205,-0.08,359.56,0.0,13.0,50,50.0,1
239.417,0.205,-0.08,359.56,0.0,16.0,50,50.0,1
239.516,0.205,-0.08,359.56,0.0,19.0,50,50.0,1
239.616,0.205,-0.08,359.56,0.0,22.0,50,50.0,1
239.717,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
239.818,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
239.918,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.019,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.119,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.219,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.32,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.421,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.522,0.205,-0.08,359.56,0.0,25.0,50,50.0,1
240.623,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
240.724,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
240.823,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
240.925,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.026,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.126,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.227,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.328,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.429,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.53,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.631,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.731,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.832,0.205,-0.08,359.56,0.0,25.0,50,50.0,0
241.932,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.032,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.135,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.235,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.336,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.437,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.538,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.639,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.739,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.841,0.0,0.0,0.0,0.0,0.0,50,50.0,0
242.94,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.04,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.141,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.242,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.343,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.444,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.544,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.645,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.745,0.0,0.0,0.0,0.0,0.0,50,50.0,0
243.951,0.0,0.0,0.0,0.0,0.0,50,50.0,0
